Test,repo,sha,author,date_iso,subject,file_path,pandas_type_all,polars_type_all,macro_primary,macro_all,macro_evidence,pandas_evidence,polars_evidence,patch_lines_file,pandas_type_all.1,polars_type_all.1,macro_all.1
No,davidstyers/vegas,2efdcbafd1cb4dab0c96db1f6e9132a5cdeb3166,dstyers,2025-07-31T06:26:40+00:00,"Implement migration from pandas to polars for improved performance and memory efficiency. Update dependencies, documentation, and examples to reflect the new data processing library. Add a changelog and migration guide to assist users in transitioning to the new API. Enhance timezone handling and database-level filtering capabilities.",vegas/database/database.py,"Input/output;General functions;pandas arrays, scalars, and data types;Missing values",Expressions - Columns/names;Expressions - Functions;Functions;Input/output - CSV;Input/output - Parquet,IO boundary,IO boundary;Aggregation & joins;Missing values;Types & schema,"pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins|pandas:pandas arrays, scalars, and data types->Types & schema|pandas:Missing values->Missing values","Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b|pandas arrays, scalars, and data types:\b(?:pd|pandas)\.api\.types\.|Missing values:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,156,,,
No,davidstyers/vegas,2efdcbafd1cb4dab0c96db1f6e9132a5cdeb3166,dstyers,2025-07-31T06:26:40+00:00,"Implement migration from pandas to polars for improved performance and memory efficiency. Update dependencies, documentation, and examples to reflect the new data processing library. Add a changelog and migration guide to assist users in transitioning to the new API. Enhance timezone handling and database-level filtering capabilities.",vegas/engine/engine.py,"General functions;pandas arrays, scalars, and data types",Expressions - Columns/names;Expressions - Functions,Aggregation & joins,Aggregation & joins;Types & schema,"pandas:General functions->Aggregation & joins|pandas:pandas arrays, scalars, and data types->Types & schema","General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b|pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,115,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/engine.py,,Expressions - Columns/names,Other / Manual,Other / Manual,fallback:Other,,Expressions - Columns/names:\b(?:pl|polars)\.col\b,317,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/factors/basic.py,"pandas arrays, scalars, and data types",Expressions - Columns/names,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b,190,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/factors/custom.py,,Expressions - Columns/names,Other / Manual,Other / Manual,fallback:Other,,Expressions - Columns/names:\b(?:pl|polars)\.col\b,77,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/factors/statistical.py,"pandas arrays, scalars, and data types",Other polars API,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,142,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/filters/advanced.py,"pandas arrays, scalars, and data types",Expressions - Functions,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,140,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/filters/basic.py,"pandas arrays, scalars, and data types",Expressions - Columns/names;Expressions - Functions,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,115,,,
No,davidstyers/vegas,7139c41821cc2b16302c42eea40c2ec775b85da1,dstyers,2025-08-10T22:22:59+00:00,Update dependencies and enhance pipeline functionality,vegas/pipeline/terms.py,"pandas arrays, scalars, and data types",Expressions - Functions,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,181,,,
No,davidstyers/vegas,8af357ce91e4b121f2e9c73811653f46f5118193,davidstyers,2025-08-02T21:56:57-04:00,Refactor pipeline example and data layer to utilize Polars for improved performance. Update trading strategy to handle signals and positions more efficiently. Enhance database manager with a method to retrieve available trading days. Adjust data handling in the backtesting engine and pipeline engine for better compatibility with Polars DataFrames.,examples/pipeline_example.py,"pandas arrays, scalars, and data types",Expressions - Columns/names,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b,118,,,
No,davidstyers/vegas,8af357ce91e4b121f2e9c73811653f46f5118193,davidstyers,2025-08-02T21:56:57-04:00,Refactor pipeline example and data layer to utilize Polars for improved performance. Update trading strategy to handle signals and positions more efficiently. Enhance database manager with a method to retrieve available trading days. Adjust data handling in the backtesting engine and pipeline engine for better compatibility with Polars DataFrames.,vegas/pipeline/engine.py,"General functions;pandas arrays, scalars, and data types",Expressions - Columns/names;Expressions - Functions;Functions,Aggregation & joins,Aggregation & joins;Types & schema,"pandas:General functions->Aggregation & joins|pandas:pandas arrays, scalars, and data types->Types & schema","General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b|pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,284,,,
No,davidstyers/vegas,95b58240b24668cc8295203f7a2c19b67f938d4a,dstyers,2025-08-01T02:12:44+00:00,"Enhance trading strategy perf and data handling by migrating to Polars. Update WeeklySpyTrader example to include specific trading hours and adjust data filtering. Refactor backtesting engine to utilize Polars for improved performance. Modify portfolio management to support Polars DataFrame, ensuring compatibility with new data structures. Update QuantStats report generation to work with Polars data. Improve logging and error handling throughout the codebase.",vegas/cli/main.py,"pandas arrays, scalars, and data types",Expressions - Columns/names;Expressions - Functions,Types & schema,Types & schema,"pandas:pandas arrays, scalars, and data types->Types & schema","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b",Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,116,,,
No,davidstyers/vegas,95b58240b24668cc8295203f7a2c19b67f938d4a,dstyers,2025-08-01T02:12:44+00:00,"Enhance trading strategy perf and data handling by migrating to Polars. Update WeeklySpyTrader example to include specific trading hours and adjust data filtering. Refactor backtesting engine to utilize Polars for improved performance. Modify portfolio management to support Polars DataFrame, ensuring compatibility with new data structures. Update QuantStats report generation to work with Polars data. Improve logging and error handling throughout the codebase.",vegas/portfolio/portfolio.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,117,,,
No,davidstyers/vegas,e432ac2a88db1d04ddbd6c95b120e5a14c0b344f,dstyers,2025-08-20T01:32:51+00:00,Enhance performance analytics and reporting capabilities,vegas/analytics/analytics.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,86,,,
No,davidstyers/vegas,e432ac2a88db1d04ddbd6c95b120e5a14c0b344f,dstyers,2025-08-20T01:32:51+00:00,Enhance performance analytics and reporting capabilities,vegas/cli/main.py,General functions;Missing values,Other polars API,Aggregation & joins,Aggregation & joins;Missing values,pandas:General functions->Aggregation & joins|pandas:Missing values->Missing values,General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b|Missing values:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,154,,,
Yes,equinor/ert,a21c6bbdb345d20c471b9469bb20264a21dd70f0,Jonathan Karlsen,2025-10-23T14:44:05+02:00,Remove `polars_dataframe.to_pandas()` from test_cli.py,tests/ert/ui_tests/cli/test_cli.py,General functions,Expressions - Functions;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,49,,,
Yes,equinor/ert,a52cebfe34f58d25adabd0d42219ae5467833cce,Yngve S. Kristiansen,2024-10-07T10:30:54+02:00,Save & load responses as parquet,src/ert/analysis/_es_update.py,General functions,Expressions - Columns/names;Expressions - Functions;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,136,,,
